control_id,physical_label,section,side_channel,physical_component_type,assembly_id,related_control_ids,signal_type,report_id,report_length,encoding,endianness,signedness,idle_value,active_value,press_edge,release_edge,direction,cw_code,ccw_code,observed_min,observed_max,resolution_observed,touch_control_id,push_control_id,reconciliation_status,confidence,byte_offset_with_report_id,payload_offset_without_report_id,field_width,bit_mask,bit_mask_hex,byte_masks,shift,modulus,canonical_view_length,canonical_view_kind,compatible_carrier_lengths,evidence_state,evidence_ref,ambiguity,behavior
KnbLowDMixer,Knb Low DMixer,MIXER / D,D,KNOB,KnbLowDMixer,[],ANALOG,2,109,ABSOLUTE_POSITION,NOT_APPLICABLE,UNSIGNED_OBSERVED,,,,,DECREASING,,,0,15,1,,,ADDED_BY_LATER_CAPTURE,CONFIRMED,106,105,1,,,"[""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,OBSERVED_WIDTH_1_DO_NOT_GENERALIZE_TO_2,Raw position; direction DECREASING; observed range 0..15
KnbMidAMixer,Knb Mid AMixer,MIXER / A,A,KNOB,KnbMidAMixer,[],ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,INCREASING,,,10,4084,1,,,ADDED_BY_LATER_CAPTURE,CONFIRMED,73,72,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 10..4084
KnbMidBMixer,Knb Mid BMixer,MIXER / B,B,KNOB,KnbMidBMixer,[],ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,INCREASING,,,14,4077,1,,,ADDED_BY_LATER_CAPTURE,CONFIRMED,83,82,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 14..4077
KnbMidCMixer,Knb Mid CMixer,MIXER / C,C,KNOB,KnbMidCMixer,[],ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,INCREASING,,,9,4082,1,,,ADDED_BY_LATER_CAPTURE,CONFIRMED,93,92,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 9..4082
KnbMidDMixer,Knb Mid DMixer,MIXER / D,D,KNOB,KnbMidDMixer,[],ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,INCREASING,,,20,4081,1,,,ADDED_BY_LATER_CAPTURE,CONFIRMED,103,102,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 20..4081
PHYSICAL_DECK_BUTTON_LEFT,DECK_LEFT,TRANSPORT,LEFT,BUTTON,PHYSICAL_DECK_BUTTON_LEFT,[],BUTTON,1,41,BITFIELD,,,0,1,PRESS_AND_RELEASE,,,,,,,,,,CONFIRMED,PHYSICAL_DIRECT_OR_APPROVED_CANONICAL,8,7,1,4,0x04,"[""0x04""]",2,,41,EXACT_CANONICAL_FAMILY,[109],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=PRESS_AND_RELEASE; RELEASE=None
PHYSICAL_DECK_BUTTON_RIGHT,DECK_RIGHT,TRANSPORT,RIGHT,BUTTON,PHYSICAL_DECK_BUTTON_RIGHT,[],BUTTON,1,41,BITFIELD,,,0,1,PRESS_AND_RELEASE,,,,,,,,,,CONFIRMED,PHYSICAL_DIRECT_OR_APPROVED_CANONICAL,16,15,1,4,0x04,"[""0x04""]",2,,41,EXACT_CANONICAL_FAMILY,[109],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=PRESS_AND_RELEASE; RELEASE=None
TstTouchstripLeft,TOUCHSTRIP_LEFT_POSITION,TOUCH,LEFT,TOUCHSTRIP,ASSEMBLY_TOUCHSTRIPLEFT,"[""BtnTouchstripLeft""]",TOUCHSTRIP_POSITION,,,,,,,,,,,,,,,,BtnTouchstripLeft,,GAP,IDENTITY_ONLY_NO_IF5_BINDING,,,,,,,,,,,[],IDENTITY_WITHOUT_FIELD,H01,POSITION_UNRESOLVED,Physical identity known; position field unknown
TstTouchstripRight,TOUCHSTRIP_RIGHT_POSITION,TOUCH,RIGHT,TOUCHSTRIP,ASSEMBLY_TOUCHSTRIPRIGHT,"[""BtnTouchstripRight""]",TOUCHSTRIP_POSITION,,,,,,,,,,,,,,,,BtnTouchstripRight,,GAP,IDENTITY_ONLY_NO_IF5_BINDING,,,,,,,,,,,[],IDENTITY_WITHOUT_FIELD,H01,POSITION_UNRESOLVED,Physical identity known; position field unknown
XfdCrossfaderMixer,Xfd Crossfader Mixer,MIXER / CENTER,CENTER,FADER,XfdCrossfaderMixer,[],ANALOG,2,109,ABSOLUTE_POSITION,LE,UNSIGNED_OBSERVED,,,,,INCREASING,,,43,4085,1,,,ADDED_BY_LATER_CAPTURE,CONFIRMED,41,40,2,,,"[""0xFF"",""0xFF""]",,,109,PHYSICAL_RAW_FAMILY,[],OBSERVATIONAL_BASELINE,H01,NONE_RECORDED_IN_THIS_DERIVATION,Raw position; direction INCREASING; observed range 43..4085
DISPLAY_LEFT_BTN_01,DISPLAY LEFT BUTTON 1,DISPLAY,LEFT,BUTTON,DISPLAY_LEFT,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED,PHYSICAL_DIRECT_REPEATED,4,3,1,32,0x20,"[""0x20""]",5,,41,CANONICAL_PREFIX_COMPATIBLE_CARRIER,[109],OBSERVATIONAL_BASELINE,H02,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
DISPLAY_LEFT_BTN_02,DISPLAY LEFT BUTTON 2,DISPLAY,LEFT,BUTTON,DISPLAY_LEFT,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED,PHYSICAL_DIRECT_REPEATED,4,3,1,16,0x10,"[""0x10""]",4,,41,CANONICAL_PREFIX_COMPATIBLE_CARRIER,[109],OBSERVATIONAL_BASELINE,H02,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
DISPLAY_LEFT_BTN_03,DISPLAY LEFT BUTTON 3,DISPLAY,LEFT,BUTTON,DISPLAY_LEFT,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED,PHYSICAL_DIRECT_REPEATED,4,3,1,1,0x01,"[""0x01""]",0,,41,CANONICAL_PREFIX_COMPATIBLE_CARRIER,[109],OBSERVATIONAL_BASELINE,H02,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
DISPLAY_LEFT_BTN_04,DISPLAY LEFT BUTTON 4,DISPLAY,LEFT,BUTTON,DISPLAY_LEFT,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED,PHYSICAL_DIRECT_REPEATED,6,5,1,64,0x40,"[""0x40""]",6,,41,CANONICAL_PREFIX_COMPATIBLE_CARRIER,[109],OBSERVATIONAL_BASELINE,H02,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
DISPLAY_LEFT_BTN_05,DISPLAY LEFT BUTTON 5,DISPLAY,LEFT,BUTTON,DISPLAY_LEFT,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED,PHYSICAL_DIRECT_REPEATED,5,4,1,8,0x08,"[""0x08""]",3,,41,CANONICAL_PREFIX_COMPATIBLE_CARRIER,[109],OBSERVATIONAL_BASELINE,H02,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
DISPLAY_LEFT_BTN_06,DISPLAY LEFT BUTTON 6,DISPLAY,LEFT,BUTTON,DISPLAY_LEFT,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED,PHYSICAL_DIRECT_REPEATED,5,4,1,16,0x10,"[""0x10""]",4,,41,CANONICAL_PREFIX_COMPATIBLE_CARRIER,[109],OBSERVATIONAL_BASELINE,H02,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
DISPLAY_LEFT_BTN_07,DISPLAY LEFT BUTTON 7,DISPLAY,LEFT,BUTTON,DISPLAY_LEFT,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED,PHYSICAL_DIRECT_REPEATED,5,4,1,32,0x20,"[""0x20""]",5,,41,CANONICAL_PREFIX_COMPATIBLE_CARRIER,[109],OBSERVATIONAL_BASELINE,H02,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
DISPLAY_LEFT_BTN_08,DISPLAY LEFT BUTTON 8,DISPLAY,LEFT,BUTTON,DISPLAY_LEFT,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED,PHYSICAL_DIRECT_REPEATED,5,4,1,64,0x40,"[""0x40""]",6,,41,CANONICAL_PREFIX_COMPATIBLE_CARRIER,[109],OBSERVATIONAL_BASELINE,H02,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
DISPLAY_RIGHT_BTN_01,DISPLAY RIGHT BUTTON 1,DISPLAY,RIGHT,BUTTON,DISPLAY_RIGHT,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED,PHYSICAL_DIRECT_REPEATED,12,11,1,32,0x20,"[""0x20""]",5,,41,CANONICAL_PREFIX_COMPATIBLE_CARRIER,[109],OBSERVATIONAL_BASELINE,H02,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
DISPLAY_RIGHT_BTN_02,DISPLAY RIGHT BUTTON 2,DISPLAY,RIGHT,BUTTON,DISPLAY_RIGHT,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED,PHYSICAL_DIRECT_REPEATED,12,11,1,16,0x10,"[""0x10""]",4,,41,CANONICAL_PREFIX_COMPATIBLE_CARRIER,[109],OBSERVATIONAL_BASELINE,H02,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
DISPLAY_RIGHT_BTN_03,DISPLAY RIGHT BUTTON 3,DISPLAY,RIGHT,BUTTON,DISPLAY_RIGHT,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED,PHYSICAL_DIRECT_REPEATED,12,11,1,1,0x01,"[""0x01""]",0,,41,CANONICAL_PREFIX_COMPATIBLE_CARRIER,[109],OBSERVATIONAL_BASELINE,H02,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
DISPLAY_RIGHT_BTN_04,DISPLAY RIGHT BUTTON 4,DISPLAY,RIGHT,BUTTON,DISPLAY_RIGHT,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED,PHYSICAL_DIRECT_REPEATED,14,13,1,64,0x40,"[""0x40""]",6,,41,CANONICAL_PREFIX_COMPATIBLE_CARRIER,[109],OBSERVATIONAL_BASELINE,H02,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
DISPLAY_RIGHT_BTN_05,DISPLAY RIGHT BUTTON 5,DISPLAY,RIGHT,BUTTON,DISPLAY_RIGHT,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED,PHYSICAL_DIRECT_REPEATED,13,12,1,8,0x08,"[""0x08""]",3,,41,CANONICAL_PREFIX_COMPATIBLE_CARRIER,[109],OBSERVATIONAL_BASELINE,H02,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
DISPLAY_RIGHT_BTN_06,DISPLAY RIGHT BUTTON 6,DISPLAY,RIGHT,BUTTON,DISPLAY_RIGHT,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED,PHYSICAL_DIRECT_REPEATED,13,12,1,16,0x10,"[""0x10""]",4,,41,CANONICAL_PREFIX_COMPATIBLE_CARRIER,[109],OBSERVATIONAL_BASELINE,H02,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
DISPLAY_RIGHT_BTN_07,DISPLAY RIGHT BUTTON 7,DISPLAY,RIGHT,BUTTON,DISPLAY_RIGHT,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED,PHYSICAL_DIRECT_REPEATED,13,12,1,32,0x20,"[""0x20""]",5,,41,CANONICAL_PREFIX_COMPATIBLE_CARRIER,[109],OBSERVATIONAL_BASELINE,H02,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
DISPLAY_RIGHT_BTN_08,DISPLAY RIGHT BUTTON 8,DISPLAY,RIGHT,BUTTON,DISPLAY_RIGHT,[],BUTTON,1,41,BITFIELD,,,0,1,INACTIVE_TO_ACTIVE,ACTIVE_TO_INACTIVE,,,,,,,,,CONFIRMED,PHYSICAL_DIRECT_REPEATED,13,12,1,64,0x40,"[""0x40""]",6,,41,CANONICAL_PREFIX_COMPATIBLE_CARRIER,[109],OBSERVATIONAL_BASELINE,H02,NONE_RECORDED_IN_THIS_DERIVATION,Normalized state idle=0; active=1; PRESS=INACTIVE_TO_ACTIVE; RELEASE=ACTIVE_TO_INACTIVE
